,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66,element,potential,crystalstructure
58,243.448,145.133,145.133,-0.0,-0.0,-0.0,145.133,243.448,145.133,0.0,0.0,-0.0,145.133,145.133,243.448,-0.0,0.0,-0.0,0.0,0.0,0.0,116.233,0.0,-0.0,0.0,0.0,-0.0,-0.0,116.233,0.0,0.0,0.0,0.0,-0.0,-0.0,116.233,Fe,2004--Ackland-G-J-Mendelev-M-I-Srolovitz-D-J-et-al--Fe-P,bcc
59,118.939,62.9,62.9,0.0,0.0,-0.0,62.9,118.939,62.9,0.0,0.0,0.0,62.9,62.9,118.939,0.0,0.0,0.0,-0.0,-0.0,-0.0,32.972,-0.0,-0.0,-0.0,0.0,-0.0,0.0,32.972,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,32.972,Al,2004--Liu-X-Y-Ercolessi-F-Adams-J-B--Al,fcc
60,241.343,150.824,150.824,-0.0,0.0,0.0,150.824,241.343,150.824,0.0,0.0,0.0,150.824,150.824,241.343,0.0,0.0,0.0,-0.0,-0.0,-0.0,127.345,-0.0,0.0,0.0,-0.0,0.0,0.0,127.345,0.0,-0.0,-0.0,0.0,0.0,0.0,127.345,Ni,2004--Mishin-Y--Ni-Al,fcc
61,116.807,60.113,60.113,0.0,-0.0,-0.0,60.113,116.807,60.113,0.0,-0.0,-0.0,60.113,60.113,116.807,0.0,-0.0,-0.0,-0.0,0.0,-0.0,31.657,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,31.657,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,31.657,Al,2004--Mishin-Y--Ni-Al,fcc
62,122.876,92.924,92.924,-0.0,-0.0,-0.0,92.924,122.876,92.924,-0.0,-0.0,-0.0,92.924,92.924,122.876,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,45.124,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,45.124,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,45.124,Ag,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ag,fcc
63,112.284,63.797,63.797,0.0,-0.0,0.0,63.797,112.284,63.797,-0.0,0.0,0.0,63.797,63.797,112.284,0.0,0.0,-0.0,-0.0,-0.0,-0.0,30.93,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,30.93,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,30.93,Al,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Al,fcc
64,187.919,157.751,157.751,0.0,0.0,0.0,157.751,187.919,157.751,-0.0,0.0,0.0,157.751,157.751,187.919,0.0,0.0,0.0,0.0,0.0,0.0,42.542,0.0,0.0,0.0,0.0,0.0,0.0,42.542,0.0,0.0,0.0,0.0,0.0,0.0,42.542,Au,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Au,fcc
65,289.159,134.529,117.453,0.0,-0.0,0.0,156.976,266.712,117.453,0.0,-0.0,0.0,117.453,117.453,336.958,0.0,-0.0,0.0,0.0,-0.0,-0.0,59.696,0.0,0.0,0.0,-0.0,-0.0,0.0,59.696,0.0,0.0,-0.0,-0.0,0.0,-0.0,54.868,Co,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Co,hcp
66,172.228,125.615,125.615,-0.0,0.0,-0.0,125.615,172.228,125.615,-0.0,-0.0,-0.0,125.615,125.615,172.228,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,74.842,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,74.842,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,74.842,Cu,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Cu-Ag-Au,fcc
67,123.16,93.167,93.167,-0.0,-0.0,0.0,93.167,123.16,93.167,0.0,-0.0,-0.0,93.167,93.167,123.16,0.0,-0.0,0.0,-0.0,-0.0,-0.0,45.14,-0.0,0.0,-0.0,-0.0,-0.0,0.0,45.14,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,45.14,Ag,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Cu-Ag-Au,fcc
68,186.178,157.273,157.273,0.0,0.0,0.0,157.273,186.178,157.273,0.0,0.0,0.0,157.273,157.273,186.178,0.0,0.0,-0.0,-0.0,-0.0,-0.0,42.032,0.0,0.0,-0.0,-0.0,-0.0,0.0,42.032,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,42.032,Au,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Cu-Ag-Au,fcc
69,231.313,136.671,136.671,-0.0,-0.0,0.0,136.671,231.313,136.671,0.0,-0.0,-0.0,136.671,136.671,231.313,0.0,0.0,0.0,-0.0,0.0,-0.0,117.774,0.0,0.0,0.0,-0.0,-0.0,0.0,117.774,-0.0,0.0,-0.0,-0.0,0.0,0.0,117.774,Fe,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Fe,bcc
70,60.447,24.376,19.645,0.0,0.0,-0.0,24.376,60.447,19.645,0.0,0.0,-0.0,19.645,19.645,66.925,0.0,-0.0,-0.0,0.0,0.0,0.0,13.273,0.0,0.0,0.0,0.0,0.0,0.0,13.273,-0.0,0.0,0.0,0.0,0.0,0.0,18.036,Mg,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Mg,hcp
71,456.309,167.407,167.407,-0.0,-0.0,0.0,167.407,456.309,167.407,-0.0,-0.0,0.0,167.407,167.407,456.309,-0.0,0.0,-0.0,-0.0,0.0,0.0,115.338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,115.338,0.0,0.0,-0.0,-0.0,-0.0,0.0,115.338,Mo,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Mo,bcc
72,249.362,147.6,147.6,0.0,0.0,-0.0,147.6,249.362,147.6,0.0,-0.0,0.0,147.6,147.6,249.362,0.0,0.0,0.0,0.0,0.0,0.0,126.546,-0.0,-0.0,0.0,0.0,0.0,-0.0,126.546,-0.0,0.0,0.0,0.0,-0.0,-0.0,126.546,Ni,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ni,fcc
73,49.721,42.32,42.32,-0.0,-0.0,0.0,42.32,49.721,42.32,-0.0,-0.0,0.0,42.32,42.32,49.721,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,14.789,-0.0,0.0,-0.0,0.0,-0.0,-0.0,14.789,0.0,-0.0,-0.0,0.0,-0.0,-0.0,14.789,Pb,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Pb,fcc
74,236.609,177.05,177.05,0.0,-0.0,0.0,177.05,236.609,177.05,0.0,0.0,-0.0,177.05,177.05,236.609,0.0,-0.0,0.0,-0.0,-0.0,-0.0,72.146,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,72.146,0.0,-0.0,-0.0,-0.0,0.0,0.0,72.146,Pd,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Pd,fcc
75,357.053,260.081,260.081,-0.0,-0.0,0.0,260.081,357.053,260.081,-0.0,0.0,0.0,260.081,260.081,357.053,0.0,0.0,0.0,0.0,0.0,0.0,77.969,-0.0,-0.0,0.0,0.0,0.0,-0.0,77.969,0.0,0.0,0.0,0.0,0.0,0.0,77.969,Pt,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Pt,fcc
76,264.377,159.536,159.536,-0.0,0.0,0.0,159.536,264.377,159.536,-0.0,-0.0,0.0,159.536,159.536,264.377,-0.0,0.0,0.0,-0.0,-0.0,-0.0,80.881,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,80.881,0.0,-0.0,-0.0,-0.0,0.0,0.0,80.881,Ta,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ta-Cu,bcc
77,161.527,117.87,117.87,-0.0,-0.0,-0.0,117.87,161.527,117.87,0.0,-0.0,-0.0,117.87,117.87,161.527,0.0,0.0,-0.0,-0.0,-0.0,-0.0,71.89,0.0,0.0,-0.0,-0.0,-0.0,0.0,71.89,0.0,-0.0,-0.0,-0.0,0.0,0.0,71.89,Cu,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ta-Cu,fcc
78,149.92,88.201,66.7,-0.0,0.0,0.0,75.892,162.229,66.7,0.0,-0.0,0.0,66.7,66.7,190.19,-0.0,0.0,0.0,-0.0,0.0,-0.0,33.648,0.0,0.0,-0.0,0.0,0.0,-0.0,33.648,0.0,-0.0,0.0,0.0,0.0,0.0,43.168,Ti,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ti,hcp
79,519.926,202.172,202.172,0.0,-0.0,-0.0,202.172,519.926,202.172,0.0,-0.0,-0.0,202.172,202.172,519.926,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,158.961,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,158.961,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,158.961,W,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--W,bcc
80,145.975,74.217,70.024,0.0,0.0,0.0,85.529,134.663,70.024,0.0,0.0,0.0,70.024,70.024,183.696,0.0,0.0,0.0,-0.0,0.0,-0.0,30.939,0.0,0.0,-0.0,0.0,-0.0,0.0,30.939,0.0,-0.0,-0.0,-0.0,0.0,0.0,35.879,Zr,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Zr,hcp
81,201.648,169.532,169.532,-0.0,0.0,-0.0,169.532,201.648,169.532,0.0,-0.0,0.0,169.532,169.532,201.648,0.0,-0.0,0.0,0.0,0.0,0.0,45.969,0.0,0.0,0.0,0.0,0.0,0.0,45.969,0.0,0.0,0.0,0.0,0.0,0.0,45.969,Au,2005--Grochola-G-Russo-S-P-Snook-I-K--Au,fcc
82,115.931,61.38,61.38,-0.0,-0.0,-0.0,61.38,115.931,61.38,-0.0,-0.0,0.0,61.38,61.38,115.931,-0.0,-0.0,-0.0,-0.0,0.0,0.0,33.387,-0.0,0.0,0.0,-0.0,0.0,-0.0,33.387,-0.0,0.0,0.0,-0.0,-0.0,-0.0,33.387,Al,2005--Mendelev-M-I-Srolovitz-D-J-Ackland-G-J-Han-S--Al-Fe,fcc
83,243.43,145.085,145.085,0.0,0.0,0.0,145.085,243.43,145.085,0.0,0.0,0.0,145.085,145.085,243.43,0.0,0.0,0.0,-0.0,0.0,-0.0,116.179,0.0,0.0,0.0,0.0,-0.0,0.0,116.179,0.0,0.0,-0.0,-0.0,-0.0,0.0,116.179,Fe,2005--Mendelev-M-I-Srolovitz-D-J-Ackland-G-J-Han-S--Al-Fe,bcc
84,295582673.6,294755429.692,294755384.477,-102.875,-41.914,24.565,294755427.299,295582688.808,294755375.052,-97.016,1.477,22.674,294755428.143,294755437.077,295582686.566,-60.934,-31.06,17.12,-9.09,-18.638,-86.247,294755326.517,-70.774,7.895,-0.87,4.243,-87.901,-96.395,294755395.987,19.732,-10.191,0.375,-114.712,-108.132,-82.727,294755449.203,Fe,2006--Chamati-H-Papanicolaou-N-I-Mishin-Y-Papaconstantopoulos-D-A--Fe,bcc
85,70.846,25.775,18.62,-0.0,-0.0,-0.0,25.775,70.846,18.62,-0.0,-0.0,-0.0,18.62,18.62,73.483,0.0,-0.0,-0.0,-0.0,0.0,-0.0,15.375,-0.0,-0.0,0.0,0.0,-0.0,0.0,15.375,-0.0,0.0,0.0,0.0,-0.0,-0.0,22.536,Mg,2006--Sun-D-Y-Mendelev-M-I-Becker-C-A-et-al--Mg,hcp
86,124.239,93.874,93.874,0.0,0.0,0.0,93.874,124.239,93.874,0.0,0.0,0.0,93.874,93.874,124.239,0.0,0.0,0.0,-0.0,-0.0,-0.0,46.419,0.0,0.0,-0.0,-0.0,-0.0,0.0,46.419,-0.0,-0.0,-0.0,-0.0,0.0,0.0,46.419,Ag,2006--Williams-P-L-Mishin-Y-Hamilton-J-C--Ag,fcc
87,169.886,122.609,122.609,-0.0,-0.0,-0.0,122.609,169.886,122.609,0.0,-0.0,-0.0,122.609,122.609,169.886,0.0,0.0,-0.0,0.0,0.0,0.0,76.191,0.0,-0.0,0.0,0.0,0.0,0.0,76.191,-0.0,0.0,0.0,0.0,0.0,0.0,76.191,Cu,2006--Williams-P-L-Mishin-Y-Hamilton-J-C--Cu-Ag,fcc
88,124.238,93.873,93.873,-0.0,-0.0,0.0,93.873,124.238,93.873,-0.0,-0.0,0.0,93.873,93.873,124.238,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,46.419,-0.0,0.0,-0.0,0.0,-0.0,-0.0,46.419,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,46.419,Ag,2006--Williams-P-L-Mishin-Y-Hamilton-J-C--Cu-Ag,fcc
89,168.157,108.51,72.491,-0.0,-0.0,0.0,86.046,190.621,72.491,0.0,-0.0,0.0,72.491,72.491,208.298,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,38.665,-0.0,0.0,-0.0,-0.0,-0.0,0.0,38.665,0.0,-0.0,-0.0,-0.0,0.0,-0.0,29.823,Zr,2007--Mendelev-M-I-Ackland-G-J--Zr-1,hcp
90,145.091,79.304,54.073,-0.0,-0.0,-0.0,63.046,161.349,54.073,-0.0,0.0,-0.0,54.073,54.073,177.501,-0.0,-0.0,-0.0,0.0,-0.0,0.0,40.13,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,40.13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,32.894,Zr,2007--Mendelev-M-I-Ackland-G-J--Zr-2,hcp
91,2.86,0.953,0.763,-0.0,0.0,0.0,0.953,2.86,0.763,0.0,0.0,0.0,0.763,0.763,3.05,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.763,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.763,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.953,Zr,2007--Mendelev-M-I-Ackland-G-J--Zr-3,hcp
92,227.873,119.665,119.665,0.0,0.0,0.0,119.665,227.873,119.665,-0.0,0.0,0.0,119.665,119.665,227.873,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,42.425,0.0,0.0,-0.0,0.0,-0.0,0.0,42.425,0.0,-0.0,0.0,-0.0,0.0,0.0,42.425,V,2007--Mendelev-M-I-Han-S-Son-W-et-al--V-Fe,bcc
93,243.448,145.133,145.133,-0.0,-0.0,-0.0,145.133,243.448,145.133,0.0,0.0,-0.0,145.133,145.133,243.448,-0.0,0.0,-0.0,0.0,0.0,0.0,116.233,0.0,-0.0,0.0,0.0,-0.0,-0.0,116.233,0.0,0.0,0.0,0.0,-0.0,-0.0,116.233,Fe,2007--Mendelev-M-I-Han-S-Son-W-et-al--V-Fe,bcc
94,178.269,128.625,128.625,0.0,-0.0,-0.0,128.625,178.269,128.625,0.0,0.0,-0.0,128.625,128.625,178.269,0.0,-0.0,-0.0,0.0,0.0,0.0,85.224,-0.0,-0.0,0.0,0.0,0.0,0.0,85.224,-0.0,0.0,0.0,0.0,0.0,-0.0,85.224,Cu,2007--Mendelev-M-I-Sordelet-D-J-Kramer-M-J--Cu-Zr,fcc
95,145.12,79.332,54.101,-0.0,-0.0,0.0,63.075,161.377,54.101,0.0,-0.0,-0.0,54.101,54.101,177.53,-0.0,-0.0,0.0,-0.0,0.0,0.0,40.13,-0.0,-0.0,-0.0,0.0,0.0,-0.0,40.13,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,32.894,Zr,2007--Mendelev-M-I-Sordelet-D-J-Kramer-M-J--Cu-Zr,hcp
96,509.098,84.738,84.025,0.0,0.0,-0.0,84.738,509.097,84.025,0.0,0.0,-0.0,84.025,84.025,563.619,-0.0,0.0,-0.0,0.0,0.0,0.0,224.209,0.0,0.0,0.0,0.0,0.0,-0.0,224.209,-0.0,0.0,0.0,0.0,0.0,0.0,212.18,Ru,2008--Fortini-A-Mendelev-M-I-Buldyrev-S-Srolovitz-D--Ru,hcp
97,3671.212,2442.265,2534.196,-0.0,-0.001,0.0,2442.265,3671.212,2534.196,-0.0,-0.001,0.0,2534.196,2534.196,4257.512,0.0,-0.001,0.0,-0.0,-0.0,-0.0,679.866,-0.001,-0.0,-0.0,-0.0,-0.0,0.0,679.865,0.0,-0.0,0.0,0.0,-0.0,-0.001,614.474,Ti,2008--Hennig-R-G-Lenosky-T-J-Trinkle-D-R-et-al--Ti,hcp
98,244.474,146.174,146.174,-0.0,-0.0,-0.0,146.174,244.474,146.174,-0.0,-0.0,0.0,146.174,146.174,244.474,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,116.217,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,116.217,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,116.217,Fe,2008--Hepburn-D-J-Ackland-G-J--Fe-C,bcc
99,105.092,59.463,59.463,0.0,-0.0,0.0,59.463,105.092,59.463,-0.0,0.0,-0.0,59.463,59.463,105.092,-0.0,0.0,0.0,-0.0,-0.0,-0.0,30.659,0.0,0.0,-0.0,-0.0,-0.0,0.0,30.659,0.0,-0.0,-0.0,-0.0,0.0,0.0,30.659,Al,2008--Mendelev-M-I-Kramer-M-J-Becker-C-A-Asta-M--Al,fcc
100,174.475,127.839,127.839,-0.0,0.0,-0.0,127.839,174.475,127.839,-0.0,0.0,-0.0,127.839,127.839,174.475,0.0,0.0,-0.0,-0.0,-0.0,-0.0,84.438,0.0,0.0,-0.0,-0.0,-0.0,0.0,84.438,0.0,-0.0,-0.0,-0.0,0.0,0.0,84.438,Cu,2008--Mendelev-M-I-Kramer-M-J-Becker-C-A-Asta-M--Cu,fcc
101,246.654,200.474,200.474,0.0,0.0,0.0,200.474,246.654,200.474,0.0,0.0,0.0,200.474,200.474,246.654,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,55.68,0.0,0.0,-0.0,-0.0,-0.0,0.0,55.68,0.0,-0.0,-0.0,-0.0,0.0,0.0,55.68,Pd,2008--Zhou-X-W-Zimmerman-J-A-Wong-B-M-Hoyt-J-J--Pd-H,fcc
102,243.359,145.009,145.009,-0.0,-0.0,0.0,145.009,243.359,145.009,-0.0,-0.0,-0.0,145.009,145.009,243.359,0.0,0.0,-0.0,0.0,-0.0,-0.0,116.037,-0.0,0.0,0.0,-0.0,-0.0,-0.0,116.037,0.0,0.0,-0.0,-0.0,-0.0,-0.0,116.037,Fe,2009--Bonny-G-Pasianot-R-C-Castin-N-Malerba-L--Fe-Cu-Ni,bcc
103,169.876,122.584,122.584,0.0,0.0,0.0,122.584,169.876,122.584,-0.0,0.0,0.0,122.584,122.584,169.876,0.0,0.0,0.0,0.0,-0.0,-0.0,76.206,-0.0,0.0,-0.0,0.0,-0.0,-0.0,76.206,0.0,-0.0,-0.0,0.0,0.0,0.0,76.206,Cu,2009--Bonny-G-Pasianot-R-C-Castin-N-Malerba-L--Fe-Cu-Ni,fcc
104,244.177,148.533,148.533,0.0,-0.0,0.0,148.533,244.177,148.533,-0.0,0.0,-0.0,148.533,148.533,244.177,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,125.47,0.0,-0.0,-0.0,-0.0,-0.0,0.0,125.47,0.0,-0.0,-0.0,0.0,0.0,0.0,125.47,Ni,2009--Bonny-G-Pasianot-R-C-Castin-N-Malerba-L--Fe-Cu-Ni,fcc
105,243.359,145.009,145.009,-0.0,-0.0,0.0,145.009,243.359,145.009,-0.0,-0.0,-0.0,145.009,145.009,243.359,0.0,0.0,-0.0,0.0,-0.0,-0.0,116.037,-0.0,0.0,0.0,-0.0,-0.0,-0.0,116.037,0.0,0.0,-0.0,-0.0,-0.0,-0.0,116.037,Fe,2009--Bonny-G-Pasianot-R-C-Malerba-L--Fe-Ni,bcc
106,17403158719.902,17403157683.045,17403157683.045,0.0,-0.0,-0.0,17403157705.241,17403158742.098,17403157705.241,-0.0,0.0,-0.0,17403157741.374,17403157741.373,17403158778.231,-0.0,-0.0,-0.0,528.975,528.975,528.975,2378.981,-0.0,-0.0,458.884,458.884,458.884,-0.0,2378.981,-0.0,407.299,407.299,407.299,-0.0,-0.0,2378.981,Ni,2009--Bonny-G-Pasianot-R-C-Malerba-L--Fe-Ni,fcc
107,242.172,138.414,138.414,0.0,-0.0,-0.0,138.414,242.172,138.414,0.0,-0.0,0.0,138.414,138.414,242.172,0.0,-0.0,-0.0,0.0,0.0,0.0,121.467,0.0,-0.0,0.0,0.0,-0.0,0.0,121.467,0.0,0.0,0.0,0.0,0.0,-0.0,121.467,Fe,2009--Kim-H-K-Jung-W-S-Lee-B-J--Fe-Ti-C,bcc
108,170.046,80.415,74.785,0.0,-0.0,0.0,77.222,173.239,74.785,0.0,-0.0,0.0,74.785,74.785,187.088,-0.0,-0.0,0.0,-0.0,0.0,-0.0,42.082,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,42.082,0.0,0.0,-0.0,0.0,0.0,-0.0,48.009,Ti,2009--Kim-H-K-Jung-W-S-Lee-B-J--Fe-Ti-C,hcp
109,110.183,61.368,61.368,-0.0,-0.0,0.0,61.368,110.183,61.368,0.0,-0.0,0.0,61.368,61.368,110.183,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,32.563,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,32.563,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,32.563,Al,2009--Mendelev-M-I-Asta-M-Rahman-M-J-Hoyt-J-J--Al-Mg,fcc
110,69.862,27.099,18.65,0.0,-0.0,-0.0,25.86,71.101,18.65,-0.0,-0.0,-0.0,18.65,18.65,73.409,-0.0,-0.0,-0.0,0.0,0.0,-0.0,15.404,0.0,-0.0,0.0,-0.0,-0.0,-0.0,15.404,-0.0,0.0,0.0,0.0,0.0,-0.0,21.381,Mg,2009--Mendelev-M-I-Asta-M-Rahman-M-J-Hoyt-J-J--Al-Mg,hcp
111,178.232,128.615,128.615,0.0,-0.0,-0.0,128.615,178.232,128.615,-0.0,0.0,-0.0,128.615,128.615,178.232,0.0,-0.0,-0.0,-0.0,0.0,0.0,85.223,0.0,0.0,0.0,0.0,0.0,0.0,85.223,-0.0,0.0,0.0,0.0,0.0,0.0,85.223,Cu,2009--Mendelev-M-I-Kramer-M-J-Ott-R-T-et-al--Cu-Zr,fcc
112,145.077,79.291,54.057,-0.0,0.0,-0.0,63.032,161.336,54.057,0.0,0.0,-0.0,54.057,54.057,177.473,-0.0,0.0,-0.0,0.0,-0.0,0.0,40.13,-0.0,0.0,-0.0,0.0,0.0,-0.0,40.13,-0.0,-0.0,-0.0,0.0,0.0,0.0,32.893,Zr,2009--Mendelev-M-I-Kramer-M-J-Ott-R-T-et-al--Cu-Zr,hcp
113,239.55,135.75,135.75,0.0,0.0,0.0,135.75,239.55,135.75,0.0,0.0,0.0,135.75,135.75,239.55,-0.0,0.0,0.0,-0.0,0.0,-0.0,120.75,0.0,0.0,0.0,-0.0,-0.0,-0.0,120.75,-0.0,0.0,-0.0,-0.0,0.0,0.0,120.75,Fe,2009--Olsson-P-A-T--Fe,bcc
114,232.4,119.345,119.345,-0.0,-0.0,0.0,119.345,232.4,119.345,-0.0,-0.0,-0.0,119.345,119.345,232.4,0.0,0.0,0.0,-0.0,0.0,-0.0,45.966,-0.0,-0.0,0.0,0.0,-0.0,-0.0,45.966,0.0,0.0,0.0,-0.0,-0.0,-0.0,45.966,V,2009--Olsson-P-A-T--V,bcc
115,532.55,204.95,204.95,-0.0,0.0,-0.0,204.95,532.55,204.95,-0.0,0.0,-0.0,204.95,204.95,532.55,-0.0,0.0,0.0,-0.0,-0.0,-0.0,163.13,0.0,0.0,-0.0,-0.0,-0.0,-0.0,163.13,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,163.13,W,2009--Olsson-P-A-T--W,bcc
