,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66,element,potential,crystalstructure
116,241.321,150.808,150.809,-0.0,0.0,0.0,150.809,241.321,150.809,0.0,-0.0,0.0,150.809,150.808,241.321,0.0,0.0,-0.0,-0.0,-0.0,-0.0,127.34,0.0,0.0,-0.0,-0.0,-0.0,-0.0,127.34,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,127.34,Ni,2009--Purja-Pun-G-P-Mishin-Y--Ni-Al,fcc
117,113.783,61.537,61.537,0.0,0.0,-0.0,61.537,113.783,61.537,0.0,-0.0,-0.0,61.537,61.537,113.783,-0.0,0.0,-0.0,-0.0,-0.0,0.0,31.598,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,31.598,-0.0,-0.0,-0.0,0.0,0.0,0.0,31.598,Al,2009--Purja-Pun-G-P-Mishin-Y--Ni-Al,fcc
118,113.761,61.71,61.71,0.0,-0.0,0.0,61.71,113.761,61.71,-0.0,0.0,-0.0,61.71,61.71,113.761,0.0,0.0,-0.0,-0.0,-0.0,-0.0,31.249,0.0,0.0,-0.0,-0.0,-0.0,-0.0,31.249,0.0,-0.0,-0.0,0.0,-0.0,0.0,31.249,Al,2009--Winey-J-M-Kubota-A-Gupta-Y-M--Al,fcc
119,119.384,89.854,89.854,-0.0,-0.0,-0.0,89.853,119.384,89.854,-0.0,-0.0,0.0,89.853,89.854,119.384,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,49.657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,49.657,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,49.657,Cu,2009--Wu-H-H-Trinkle-D-R--Cu-Ag,fcc
120,115.786,88.166,88.166,0.0,0.0,0.0,88.166,115.786,88.166,0.0,0.0,-0.0,88.166,88.166,115.786,-0.0,-0.0,0.0,0.0,0.0,0.0,44.337,-0.0,-0.0,0.0,0.0,0.0,-0.0,44.337,0.0,0.0,0.0,0.0,0.0,0.0,44.337,Ag,2009--Wu-H-H-Trinkle-D-R--Cu-Ag,fcc
121,105.059,69.831,69.831,0.0,0.0,-0.0,69.831,105.059,69.831,0.0,0.0,0.0,69.831,69.831,105.059,0.0,0.0,0.0,-0.0,0.0,-0.0,44.08,0.0,0.0,0.0,0.0,-0.0,0.0,44.08,0.0,-0.0,-0.0,-0.0,0.0,0.0,44.08,Al,2009--Zhakhovskii-V-V-Inogamov-N-A-Petrov-Y-V-et-al--Al,fcc
122,213.033,162.591,162.591,-0.0,-0.0,0.0,162.591,213.033,162.591,0.0,0.0,0.0,162.591,162.591,213.033,0.0,0.0,0.0,0.0,0.0,0.0,65.407,0.0,0.0,0.0,0.0,0.0,0.0,65.407,0.0,0.0,0.0,0.0,0.0,0.0,65.407,Au,2009--Zhakhovskii-V-V-Inogamov-N-A-Petrov-Y-V-et-al--Au,fcc
123,395792.277,395792.269,395792.269,-0.0,-0.0,-0.0,395792.269,395792.277,395792.269,-0.0,-0.0,-0.0,395792.269,395792.269,395792.277,-0.0,-0.0,-0.0,-0.03,-0.022,-0.03,395792.299,0.0,0.0,-0.022,-0.03,-0.03,0.0,395792.299,0.0,-0.021,-0.029,-0.029,-0.0,-0.0,395792.3,Nb,2010--Fellinger-M-R-Park-H-Wilkins-J-W--Nb,bcc
124,243.365,145.007,145.007,-0.0,-0.0,0.0,145.007,243.365,145.007,-0.0,0.0,0.0,145.007,145.007,243.365,-0.0,0.0,0.0,-0.0,-0.0,-0.0,116.008,-0.0,0.0,-0.0,-0.0,0.0,0.0,116.008,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,116.008,Fe,2010--Malerba-L-Marinica-M-C-Anento-N-et-al--Fe,bcc
125,4674.111,4606.662,4606.662,0.0,-0.0,-0.0,4606.662,4674.111,4606.662,0.0,0.0,-0.0,4606.662,4606.662,4674.111,0.0,0.0,-0.0,0.0,-0.0,0.0,82.593,0.0,0.0,-0.0,-0.0,-0.0,0.0,82.593,0.0,0.0,0.0,0.0,0.0,0.0,82.593,Al,2010--Mendelev-M-I-Rahman-M-J-Hoyt-J-J-Asta-M--fictional-Al-1,fcc
126,103.914,62.814,62.814,-0.0,0.0,0.0,62.814,103.914,62.814,0.0,-0.0,0.0,62.814,62.814,103.914,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,28.579,0.0,-0.0,-0.0,-0.0,-0.0,0.0,28.579,0.0,-0.0,-0.0,-0.0,-0.0,0.0,28.579,Al,2010--Mendelev-M-I-Rahman-M-J-Hoyt-J-J-Asta-M--fictional-Al-2,fcc
127,5676.414,5416.315,5416.314,0.0,0.0,-0.0,5416.315,5676.414,5416.315,0.0,0.0,-0.0,5416.315,5416.315,5676.414,0.0,-0.0,-0.0,0.0,0.0,0.0,399.469,0.0,-0.0,0.0,0.0,0.0,0.0,399.469,-0.0,0.0,0.0,0.0,0.0,-0.0,399.469,Al,2010--Mendelev-M-I-Rahman-M-J-Hoyt-J-J-Asta-M--fictional-Al-3,fcc
128,201.63,169.97,169.97,-0.0,-0.0,0.0,169.97,201.63,169.97,-0.0,-0.0,0.0,169.97,169.97,201.63,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,45.44,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,45.44,0.0,-0.0,-0.0,-0.0,-0.0,0.0,45.44,Au,2010--Olsson-P-A-T--Au,fcc
129,113.54,61.297,61.297,-0.0,0.0,-0.0,61.297,113.54,61.297,-0.0,-0.0,-0.0,61.297,61.297,113.54,-0.0,-0.0,0.0,0.0,0.0,0.0,31.596,-0.0,0.0,-0.0,0.0,0.0,-0.0,31.596,-0.0,-0.0,0.0,0.0,-0.0,0.0,31.596,Al,2011--Apostol-F-Mishin-Y--Al-Cu,fcc
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,Cu,2011--Apostol-F-Mishin-Y--Al-Cu,fcc
131,243.359,145.009,145.009,-0.0,-0.0,-0.0,145.009,243.359,145.009,-0.0,0.0,-0.0,145.009,145.009,243.359,-0.0,-0.0,0.0,0.0,-0.0,-0.0,116.037,-0.0,-0.0,0.0,0.0,-0.0,-0.0,116.037,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,116.037,Fe,2011--Bonny-G-Pasianot-R-C-Terentyev-D-Malerba-L--Fe-Cr,bcc
132,319.385,164.025,164.025,0.0,0.0,0.0,164.025,319.385,164.025,-0.0,-0.0,0.0,164.025,164.025,319.385,0.0,0.0,0.0,0.0,0.0,0.0,108.317,-0.0,0.0,0.0,0.0,0.0,0.0,108.317,0.0,0.0,0.0,0.0,-0.0,-0.0,108.317,Cr,2011--Bonny-G-Pasianot-R-C-Terentyev-D-Malerba-L--Fe-Cr,bcc
133,30.442,57.333,57.333,-0.0,-0.0,-0.0,57.333,30.442,57.333,-0.0,-0.0,0.0,57.333,57.333,30.442,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,85.895,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,85.895,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,85.895,Fe,2011--Bonny-G-Terentyev-D-Pasianot-R-C-et-al--Fe-Ni-Cr,bcc
134,246.93,147.072,147.072,0.0,-0.0,-0.0,147.072,246.93,147.072,-0.0,0.0,0.0,147.072,147.072,246.93,0.0,0.0,-0.0,-0.0,0.0,0.0,125.031,-0.0,0.0,0.0,0.0,0.0,0.0,125.031,-0.0,0.0,0.0,-0.0,-0.0,-0.0,125.031,Ni,2011--Bonny-G-Terentyev-D-Pasianot-R-C-et-al--Fe-Ni-Cr,fcc
135,11.491,11.491,11.491,0.0,0.0,0.0,11.491,11.491,11.491,0.0,0.0,0.0,11.491,11.491,11.491,0.0,0.0,0.0,0.0,0.0,0.0,5.446,0.0,0.0,0.0,0.0,0.0,0.0,5.446,0.0,0.0,0.0,0.0,-0.0,0.0,5.446,Cr,2011--Bonny-G-Terentyev-D-Pasianot-R-C-et-al--Fe-Ni-Cr,bcc
136,243.584,138.443,138.443,-0.0,0.0,0.0,138.443,243.584,138.443,-0.0,0.0,0.0,138.443,138.443,243.584,-0.0,0.0,0.0,-0.0,0.0,0.0,122.22,0.0,0.0,0.0,-0.0,0.0,0.0,122.22,0.0,0.0,0.0,-0.0,-0.0,0.0,122.22,Fe,2011--Chiesa-S-Derlet-P-M-Dudarev-S-L-Swygenhoven-H-V--Fe-33,bcc
137,33.421,21.48,21.48,0.0,0.0,0.0,21.48,33.421,21.48,0.0,-0.0,-0.0,21.48,21.48,33.421,0.0,0.0,-0.0,-0.0,-0.0,-0.0,21.48,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,21.48,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,21.48,Li,2011--Zhou-X-W-Doty-F-P-Yang-P--Li-Na-K-Rb-Cs-F-Cl-Br-I,bcc
138,23.4,15.675,15.675,-0.0,0.0,0.0,15.675,23.4,15.675,-0.0,-0.0,0.0,15.675,15.675,23.4,-0.0,0.0,0.0,-0.0,-0.0,-0.0,15.675,0.0,0.0,-0.0,-0.0,-0.0,0.0,15.675,0.0,-0.0,-0.0,-0.0,-0.0,0.0,15.675,Na,2011--Zhou-X-W-Doty-F-P-Yang-P--Li-Na-K-Rb-Cs-F-Cl-Br-I,bcc
139,18.089,12.798,12.798,-0.0,-0.0,0.0,12.798,18.089,12.798,-0.0,-0.0,-0.0,12.798,12.798,18.089,-0.0,-0.0,0.0,-0.0,0.0,-0.0,12.798,-0.0,0.0,0.0,-0.0,-0.0,-0.0,12.798,0.0,0.0,0.0,-0.0,-0.0,-0.0,12.798,K,2011--Zhou-X-W-Doty-F-P-Yang-P--Li-Na-K-Rb-Cs-F-Cl-Br-I,bcc
140,15.007,10.697,10.697,0.0,0.0,0.0,10.697,15.007,10.697,0.0,0.0,0.0,10.697,10.697,15.007,0.0,0.0,0.0,-0.0,-0.0,0.0,10.697,0.0,0.0,0.0,-0.0,0.0,0.0,10.697,0.0,-0.0,-0.0,0.0,0.0,0.0,10.697,Rb,2011--Zhou-X-W-Doty-F-P-Yang-P--Li-Na-K-Rb-Cs-F-Cl-Br-I,bcc
141,247.021,147.299,147.299,0.0,0.0,0.0,147.299,247.021,147.299,0.0,0.0,-0.0,147.299,147.299,247.021,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,122.773,0.0,-0.0,-0.0,-0.0,-0.0,0.0,122.773,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,122.773,Ni,2012--Mendelev-M-I-Kramer-M-J-Hao-S-G-et-al--Ni-Zr,fcc
142,145.309,79.311,54.342,0.0,-0.0,0.0,63.101,161.519,54.342,0.0,0.0,-0.0,54.342,54.342,178.86,0.0,-0.0,0.0,-0.0,-0.0,-0.0,40.402,-0.0,-0.0,0.0,0.0,-0.0,0.0,40.402,0.0,-0.0,-0.0,-0.0,0.0,0.0,32.999,Zr,2012--Mendelev-M-I-Kramer-M-J-Hao-S-G-et-al--Ni-Zr,hcp
143,55.166,27.67,27.67,0.0,-0.0,-0.0,27.67,55.166,27.67,-0.0,0.0,0.0,27.67,27.67,55.166,0.0,0.0,0.0,0.0,0.0,0.0,27.496,0.0,0.0,0.0,0.0,0.0,0.0,27.496,0.0,0.0,0.0,0.0,0.0,0.0,27.496,Au,2012--Norman-G-E-Starikov-S-V-Stegailov-V-V--Au,fcc
144,423.283,143.104,143.104,-0.0,0.0,-0.0,143.104,423.283,143.104,0.0,-0.0,-0.0,143.104,143.104,423.283,0.0,-0.0,-0.0,0.0,0.0,-0.0,95.474,-0.0,-0.0,0.0,0.0,-0.0,-0.0,95.474,-0.0,0.0,0.0,-0.0,-0.0,-0.0,95.474,Mo,2012--Park-H-Fellinger-M-R-Lenosky-T-J-et-al--Mo,bcc
145,243.389,145.008,145.008,0.0,0.0,0.0,145.008,243.389,145.008,0.0,0.0,0.0,145.008,145.008,243.389,0.0,0.0,0.0,0.0,0.0,-0.0,115.988,-0.0,0.0,-0.0,-0.0,0.0,-0.0,115.988,0.0,-0.0,-0.0,0.0,-0.0,-0.0,115.988,Fe,2012--Proville-L-Rodney-D-Marinica-M-C--Fe,bcc
146,323.839,134.939,120.578,0.0,-0.0,0.0,146.365,312.413,120.578,0.0,0.0,-0.0,120.578,120.578,343.753,0.0,0.0,-0.0,-0.0,0.0,-0.0,82.6,-0.0,0.0,-0.0,0.0,-0.0,0.0,82.6,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,94.45,Co,2012--Purja-Pun-G-P-Mishin-Y--Co,hcp
147,55.698,29.874,29.874,0.0,-0.0,-0.0,29.874,55.698,29.874,-0.0,0.0,-0.0,29.874,29.874,55.698,0.0,-0.0,-0.0,0.0,-0.0,0.0,8.982,-0.0,-0.0,0.0,0.0,0.0,0.0,8.982,-0.0,0.0,0.0,0.0,0.0,0.0,8.982,Al,2012--Schopf-D-Brommer-P-Frigan-B-Trebin-H-R--Al-Mn-Pd,fcc
148,678.355,243.039,243.039,0.0,0.0,0.0,243.039,678.355,243.039,-0.0,-0.0,-0.0,243.039,243.039,678.355,-0.0,-0.0,0.0,0.0,-0.0,0.0,94.12,-0.0,0.0,-0.0,-0.0,0.0,-0.0,94.12,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,94.12,Pd,2012--Schopf-D-Brommer-P-Frigan-B-Trebin-H-R--Al-Mn-Pd,fcc
149,27585134.878,27584954.117,24726473.317,0.0,-0.0,0.0,27584949.204,27585139.35,24726473.119,-0.001,-0.0,0.0,24726475.933,24726475.933,22164743.49,-0.0,-0.0,-0.0,-0.379,-0.379,-0.339,122.021,-0.0,-0.0,-0.417,-0.417,-0.374,-0.0,122.021,-0.0,-0.529,-0.528,-0.474,0.0,-0.0,166.867,Be,2013--Agrawal-A-Mishra-R-Ward-L-et-al--Be,hcp
150,243.359,145.009,145.009,-0.0,-0.0,-0.0,145.009,243.359,145.009,-0.0,0.0,-0.0,145.009,145.009,243.359,-0.0,-0.0,0.0,0.0,-0.0,-0.0,116.037,-0.0,-0.0,0.0,0.0,-0.0,-0.0,116.037,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,116.037,Fe,2013--Bonny-G-Castin-N-Bullens-J-et-al--Fe-Cr-W,bcc
151,319.385,164.025,164.025,0.0,0.0,0.0,164.025,319.385,164.025,-0.0,-0.0,0.0,164.025,164.025,319.385,0.0,0.0,0.0,0.0,0.0,0.0,108.317,-0.0,0.0,0.0,0.0,0.0,0.0,108.317,0.0,0.0,0.0,0.0,-0.0,-0.0,108.317,Cr,2013--Bonny-G-Castin-N-Bullens-J-et-al--Fe-Cr-W,bcc
152,522.413,204.391,204.391,-0.0,-0.0,0.0,204.391,522.413,204.391,-0.0,-0.0,-0.0,204.391,204.391,522.413,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,160.588,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.588,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.588,W,2013--Bonny-G-Castin-N-Bullens-J-et-al--Fe-Cr-W,bcc
153,185.217,153.828,153.828,-0.0,0.0,0.0,153.828,185.217,153.828,-0.0,0.0,0.0,153.828,153.828,185.217,-0.0,0.0,0.0,-0.0,-0.0,0.0,109.519,0.0,0.0,-0.0,-0.0,0.0,0.0,109.519,0.0,-0.0,-0.0,-0.0,0.0,0.0,109.519,Fe,2013--Bonny-G-Castin-N-Terentyev-D--Fe-Ni-Cr,bcc
154,247.113,144.161,144.161,-0.0,-0.0,-0.0,144.161,247.113,144.161,-0.0,-0.0,-0.0,144.161,144.161,247.113,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,107.641,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,107.641,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,107.641,Ni,2013--Bonny-G-Castin-N-Terentyev-D--Fe-Ni-Cr,fcc
155,-0.523,55.281,55.281,0.0,-0.0,0.0,55.281,-0.523,55.281,0.0,-0.0,0.0,55.281,55.281,-0.523,0.0,-0.0,0.0,-0.0,0.0,0.0,43.725,-0.0,-0.0,0.0,-0.0,0.0,0.0,43.725,0.0,0.0,0.0,0.0,0.0,-0.0,43.725,Cr,2013--Bonny-G-Castin-N-Terentyev-D--Fe-Ni-Cr,bcc
156,246.653,200.476,200.476,0.0,0.0,0.0,200.476,246.653,200.476,0.0,0.0,0.0,200.476,200.476,246.653,0.0,0.0,0.0,0.0,0.0,-0.0,55.68,0.0,-0.0,-0.0,0.0,-0.0,0.0,55.68,-0.0,-0.0,0.0,0.0,0.0,-0.0,55.68,Pd,2013--Hale-L-M-Wong-B-M-Zimmerman-J-A-Zhou-X-W--Pd-Ag-H-Hybrid,fcc
157,124.243,93.875,93.875,-0.0,-0.0,-0.0,93.875,124.243,93.875,-0.0,-0.0,0.0,93.875,93.875,124.243,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,46.422,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,46.422,0.0,-0.0,-0.0,-0.0,0.0,0.0,46.422,Ag,2013--Hale-L-M-Wong-B-M-Zimmerman-J-A-Zhou-X-W--Pd-Ag-H-Hybrid,fcc
158,246.653,200.476,200.476,0.0,0.0,0.0,200.476,246.653,200.476,0.0,0.0,0.0,200.476,200.476,246.653,0.0,0.0,0.0,0.0,0.0,-0.0,55.68,0.0,-0.0,-0.0,0.0,-0.0,0.0,55.68,-0.0,-0.0,0.0,0.0,0.0,-0.0,55.68,Pd,2013--Hale-L-M-Wong-B-M-Zimmerman-J-A-Zhou-X-W--Pd-Ag-H-Morse,fcc
159,124.244,93.876,93.876,-0.0,0.0,0.0,93.876,124.244,93.876,0.0,0.0,0.0,93.876,93.876,124.244,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,46.422,0.0,-0.0,-0.0,-0.0,-0.0,0.0,46.422,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,46.422,Ag,2013--Hale-L-M-Wong-B-M-Zimmerman-J-A-Zhou-X-W--Pd-Ag-H-Morse,fcc
160,218.665,142.27,142.27,-0.0,-0.0,-0.0,142.27,218.665,142.27,-0.0,-0.0,0.0,142.27,142.27,218.665,0.0,-0.0,-0.0,-0.0,-0.0,0.0,129.952,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,129.952,-0.0,-0.0,-0.0,0.0,-0.0,0.0,129.952,Fe,2013--Henriksson-K-O-E-Bjorkas-C-Nordlund-K--Fe-C,bcc
161,522.997,202.989,202.989,0.0,-0.0,0.0,202.989,522.997,202.989,0.0,-0.0,0.0,202.989,202.989,522.997,0.0,-0.0,0.0,-0.0,0.0,-0.0,160.009,-0.0,0.0,0.0,-0.0,-0.0,0.0,160.009,0.0,0.0,-0.0,-0.0,0.0,-0.0,160.009,W,2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-2,bcc
162,473.741,192.266,192.266,0.0,-0.0,-0.0,192.266,473.741,192.266,-0.0,-0.0,-0.0,192.266,192.266,473.741,0.0,0.0,-0.0,-0.0,-0.0,-0.0,148.021,0.0,0.0,-0.0,-0.0,-0.0,-0.0,148.021,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,148.021,W,2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-3,bcc
163,523.043,202.185,202.185,-0.0,0.0,0.0,202.185,523.043,202.185,-0.0,0.0,0.0,202.185,202.185,523.043,0.0,0.0,0.0,-0.0,-0.0,-0.0,160.88,0.0,0.0,-0.0,-0.0,-0.0,-0.0,160.88,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,160.88,W,2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-4,bcc
164,174.128,127.19,127.19,-0.0,0.0,-0.0,127.19,174.128,127.19,0.0,-0.0,-0.0,127.19,127.19,174.128,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.718,0.0,0.0,-0.0,-0.0,-0.0,-0.0,83.718,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,83.718,Cu,2013--Mendelev-M-I-King-A-H--Cu,fcc
165,173.007,125.38,125.38,0.0,-0.0,0.0,125.38,173.007,125.38,0.0,0.0,0.0,125.38,125.38,173.008,0.0,0.0,0.0,0.0,0.0,0.0,78.833,-0.0,-0.0,0.0,0.0,0.0,0.0,78.833,0.0,0.0,0.0,0.0,0.0,-0.0,78.833,Cu,2013--Onat-B-Durukanoglu-S--Cu-Ni,fcc
166,247.022,147.995,147.995,-0.0,-0.0,-0.0,147.995,247.022,147.995,0.0,-0.0,0.0,147.995,147.995,247.022,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,125.522,0.0,-0.0,-0.0,0.0,-0.0,0.0,125.522,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,125.522,Ni,2013--Onat-B-Durukanoglu-S--Cu-Ni,fcc
167,262.563,160.699,160.699,-0.0,0.0,0.0,160.699,262.563,160.699,-0.0,0.0,0.0,160.699,160.699,262.563,-0.0,0.0,0.0,-0.0,0.0,0.0,81.805,0.0,0.0,0.0,0.0,0.0,-0.0,81.805,0.0,0.0,0.0,-0.0,0.0,0.0,81.805,Ta,2013--Ravelo-R-Germann-T-C-Guerrero-O-et-al--Ta-1,bcc
168,266.89,160.431,160.431,-0.0,-0.0,-0.0,160.431,266.89,160.431,0.0,-0.0,-0.0,160.431,160.431,266.89,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,86.009,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,86.009,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,86.009,Ta,2013--Ravelo-R-Germann-T-C-Guerrero-O-et-al--Ta-2,bcc
169,568.396,230.625,230.625,0.0,-0.0,-0.0,230.625,568.396,230.625,0.0,-0.0,-0.0,230.625,230.625,568.396,0.0,-0.0,-0.0,-0.0,0.0,0.0,169.442,-0.0,-0.0,0.0,-0.0,0.0,0.0,169.442,-0.0,0.0,0.0,0.0,0.0,-0.0,169.442,Mo,2013--Smirnova-D-E-Kuksin-A-Y-Starikov-S-V-et-al--U-Mo-Xe,bcc
170,26.074,14.209,14.209,0.0,-0.0,-0.0,14.209,26.074,14.209,-0.0,0.0,0.0,14.209,14.209,26.074,0.0,0.0,0.0,0.0,0.0,0.0,11.865,0.0,0.0,0.0,0.0,0.0,0.0,11.865,-0.0,0.0,0.0,0.0,0.0,-0.0,11.865,Xe,2013--Smirnova-D-E-Kuksin-A-Y-Starikov-S-V-et-al--U-Mo-Xe,fcc
171,127.78,34.506,24.186,0.0,0.0,0.0,32.815,129.472,24.186,-0.0,0.0,0.0,24.186,24.186,138.975,-0.0,-0.0,-0.0,0.0,-0.0,0.0,40.211,0.0,0.0,0.0,-0.0,-0.0,0.0,40.211,0.0,0.0,-0.0,-0.0,-0.0,-0.0,46.637,Zn,2013--Ward-D-K-Zhou-X-Wong-B-M-Doty-F-P--Cd-Te-Zn,hcp
172,525.11,379.24,347.133,0.0,0.0,0.0,406.659,497.691,347.133,-0.0,-0.0,-0.0,347.133,347.133,557.217,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,41.818,-0.0,0.0,0.0,-0.0,-0.0,-0.0,41.818,0.0,0.0,-0.0,-0.0,-0.0,-0.0,45.516,Zn,2013--Zhou-X-W-Ward-D-K-Martin-J-E-et-al--Zn-Cd-Hg-S-Se-Te,hcp
