,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66,element,potential,crystalstructure
173,296.021,242.739,207.188,-0.0,-0.0,-0.0,242.739,296.021,207.188,-0.0,-0.0,-0.0,207.188,207.188,331.572,0.0,-0.0,-0.0,0.0,0.0,0.0,24.592,-0.0,-0.0,0.0,0.0,0.0,-0.0,24.592,-0.0,0.0,0.0,0.0,-0.0,-0.0,26.641,Cd,2013--Zhou-X-W-Ward-D-K-Martin-J-E-et-al--Zn-Cd-Hg-S-Se-Te,hcp
174,516.383,433.975,370.005,0.0,0.0,-0.0,433.975,516.383,370.005,0.0,0.0,-0.0,370.005,370.005,580.353,0.0,0.0,-0.0,0.0,0.0,0.0,39.608,0.0,-0.0,0.0,0.0,0.0,0.0,39.608,-0.0,0.0,0.0,0.0,0.0,0.0,71.849,Se,2013--Zhou-X-W-Ward-D-K-Martin-J-E-et-al--Zn-Cd-Hg-S-Se-Te,hcp
175,333.572,309.85,260.622,-0.0,-0.0,0.0,309.85,333.572,260.622,-0.0,-0.0,0.0,260.622,260.622,382.799,-0.0,-0.0,0.0,-0.0,0.0,-0.0,18.409,-0.0,0.0,0.0,0.0,-0.0,-0.0,18.409,0.0,0.0,-0.0,-0.0,-0.0,-0.0,11.861,Te,2013--Zhou-X-W-Ward-D-K-Martin-J-E-et-al--Zn-Cd-Hg-S-Se-Te,hcp
176,212.879,143.307,143.307,0.0,0.0,0.0,143.307,212.879,143.307,0.0,0.0,-0.0,143.307,143.307,212.879,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,118.503,0.0,0.0,-0.0,-0.0,-0.0,0.0,118.503,0.0,-0.0,-0.0,-0.0,0.0,0.0,118.503,Fe,2014--Liyanage-L-S-I-Kim-S-G-Houze-J-et-al--Fe-C,bcc
177,176.887,127.015,127.015,-0.0,-0.0,-0.0,127.015,176.887,127.015,-0.0,-0.0,-0.0,127.015,127.015,176.887,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,81.846,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,81.846,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,81.846,Cu,2015--Asadi-E-Zaeem-M-A-Nouranian-S-Baskes-M-I--Cu,fcc
178,231.27,134.508,134.508,-0.0,-0.0,0.0,134.508,231.27,134.508,-0.0,-0.0,0.0,134.508,134.508,231.27,0.0,-0.0,0.0,-0.0,0.0,-0.0,116.19,-0.0,0.0,0.0,-0.0,-0.0,0.0,116.19,0.0,0.0,-0.0,-0.0,0.0,0.0,116.19,Fe,2015--Asadi-E-Zaeem-M-A-Nouranian-S-Baskes-M-I--Fe,bcc
179,260.442,150.684,150.684,0.0,0.0,0.0,150.684,260.442,150.684,0.0,0.0,0.0,150.684,150.684,260.442,0.0,0.0,0.0,0.0,-0.0,-0.0,131.004,0.0,0.0,-0.0,0.0,-0.0,0.0,131.004,0.0,-0.0,-0.0,0.0,0.0,0.0,131.004,Ni,2015--Asadi-E-Zaeem-M-A-Nouranian-S-Baskes-M-I--Ni,fcc
180,172.919,128.002,128.002,0.0,-0.0,-0.0,128.002,172.919,128.002,0.0,0.0,0.0,128.002,128.002,172.919,0.0,-0.0,-0.0,0.0,0.0,-0.0,83.72,0.0,-0.0,0.0,0.0,-0.0,0.0,83.72,-0.0,0.0,-0.0,0.0,-0.0,0.0,83.72,Cu,2015--Borovikov-V-Mendelev-M-I-King-A-H-LeSar-R--fictional-Cu-1,fcc
181,173.72,127.408,127.408,-0.0,-0.0,0.0,127.408,173.72,127.408,-0.0,-0.0,-0.0,127.408,127.408,173.72,0.0,-0.0,0.0,-0.0,-0.0,-0.0,83.857,0.0,-0.0,0.0,-0.0,-0.0,-0.0,83.857,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.857,Cu,2015--Borovikov-V-Mendelev-M-I-King-A-H-LeSar-R--fictional-Cu-2,fcc
182,174.128,127.19,127.19,-0.0,-0.0,-0.0,127.19,174.128,127.19,-0.0,-0.0,-0.0,127.19,127.19,174.128,0.0,0.0,-0.0,-0.0,-0.0,-0.0,83.718,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.718,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.718,Cu,2015--Borovikov-V-Mendelev-M-I-King-A-H-LeSar-R--fictional-Cu-3,fcc
183,174.497,126.991,126.991,-0.0,-0.0,-0.0,126.991,174.497,126.991,-0.0,-0.0,-0.0,126.991,126.991,174.497,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.591,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.591,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.591,Cu,2015--Borovikov-V-Mendelev-M-I-King-A-H-LeSar-R--fictional-Cu-4,fcc
184,175.255,126.644,126.644,0.0,0.0,0.0,126.644,175.255,126.644,0.0,0.0,0.0,126.644,126.644,175.255,0.0,0.0,0.0,0.0,-0.0,-0.0,83.534,0.0,0.0,0.0,0.0,-0.0,0.0,83.534,0.0,0.0,-0.0,0.0,0.0,-0.0,83.534,Cu,2015--Borovikov-V-Mendelev-M-I-King-A-H-LeSar-R--fictional-Cu-5,fcc
185,176.947,125.776,125.776,-0.0,0.0,-0.0,125.776,176.947,125.776,0.0,0.0,0.0,125.776,125.776,176.947,0.0,0.0,-0.0,-0.0,0.0,-0.0,83.378,0.0,0.0,-0.0,-0.0,-0.0,0.0,83.378,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,83.378,Cu,2015--Borovikov-V-Mendelev-M-I-King-A-H-LeSar-R--fictional-Cu-6,fcc
186,177.514,125.238,125.238,-0.0,-0.0,0.0,125.238,177.514,125.238,-0.0,-0.0,0.0,125.238,125.238,177.514,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.042,Cu,2015--Borovikov-V-Mendelev-M-I-King-A-H-LeSar-R--fictional-Cu-7,fcc
187,260.354,148.604,148.604,0.0,-0.0,-0.0,148.604,260.354,148.604,-0.0,0.0,0.0,148.604,148.604,260.354,-0.0,0.0,0.0,-0.0,-0.0,-0.0,111.113,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,111.113,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,111.113,Ni,2015--Ko-W-S-Grabowski-B-Neugebauer-J--Ni-Ti,fcc
188,173.4,96.9,66.374,0.0,-0.0,0.0,80.225,190.076,66.374,-0.0,-0.0,-0.0,66.374,66.374,202.844,0.0,0.0,0.0,0.0,0.0,0.0,39.339,-0.0,0.0,0.0,0.0,-0.0,-0.0,39.339,-0.0,0.0,-0.0,0.0,0.0,-0.0,38.25,Ti,2015--Ko-W-S-Grabowski-B-Neugebauer-J--Ni-Ti,hcp
189,117.135,63.056,63.056,-0.0,0.0,-0.0,63.056,117.135,63.056,0.0,0.0,-0.0,63.056,63.056,117.135,-0.0,0.0,-0.0,0.0,-0.0,-0.0,40.903,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,40.903,-0.0,-0.0,-0.0,0.0,-0.0,0.0,40.903,Al,2015--Mendelev-M-I-Zhang-F-Ye-Z-et-al--Al-Sm,fcc
190,113.539,61.567,61.567,0.0,0.0,0.0,61.567,113.539,61.567,0.0,0.0,0.0,61.567,61.567,113.539,0.0,0.0,0.0,-0.0,-0.0,-0.0,45.409,0.0,0.0,-0.0,0.0,-0.0,0.0,45.409,-0.0,-0.0,-0.0,0.0,0.0,-0.0,45.409,Al,2015--Pascuet-M-I-Fernandez-J-R--Al-U,fcc
191,169.897,122.621,122.621,0.0,0.0,-0.0,122.621,169.897,122.621,0.0,0.0,0.0,122.621,122.621,169.897,0.0,0.0,0.0,0.0,-0.0,-0.0,76.189,0.0,0.0,-0.0,-0.0,-0.0,-0.0,76.189,0.0,-0.0,-0.0,0.0,0.0,0.0,76.189,Cu,2015--Purja-Pun-G-P-Darling-K-A-Kecskes-L-J-Mishin-Y--Cu-Ta,fcc
192,268.906,157.598,157.598,-0.0,0.0,0.0,157.598,268.906,157.598,-0.0,0.0,0.0,157.598,157.598,268.906,-0.0,0.0,0.0,-0.0,-0.0,-0.0,90.415,0.0,0.0,-0.0,-0.0,0.0,0.0,90.415,0.0,-0.0,-0.0,-0.0,-0.0,0.0,90.415,Ta,2015--Purja-Pun-G-P-Darling-K-A-Kecskes-L-J-Mishin-Y--Cu-Ta,bcc
193,268.893,157.587,157.587,-0.0,-0.0,0.0,157.587,268.893,157.587,-0.0,-0.0,0.0,157.587,157.587,268.893,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,90.414,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,90.414,0.0,-0.0,-0.0,0.0,-0.0,-0.0,90.414,Ta,2015--Purja-Pun-G-P-Darling-K-A-Kecskes-L-J-Mishin-Y--Ta,bcc
194,113.786,61.539,61.539,-0.0,-0.0,0.0,61.539,113.786,61.539,0.0,-0.0,0.0,61.539,61.539,113.786,0.0,-0.0,0.0,0.0,0.0,0.0,31.6,-0.0,0.0,0.0,0.0,0.0,-0.0,31.6,0.0,0.0,0.0,0.0,-0.0,-0.0,31.6,Al,2015--Purja-Pun-G-P-Yamakov-V-Mishin-Y--Al-Co,fcc
195,312.748,146.493,119.872,0.0,0.0,-0.0,135.037,324.204,119.872,0.0,-0.0,0.0,120.024,120.024,331.432,0.0,0.0,-0.0,0.0,-0.0,-0.0,82.466,-0.0,-0.0,0.0,-0.0,-0.0,0.0,82.466,0.0,-0.0,-0.0,0.0,0.0,-0.0,94.583,Co,2015--Purja-Pun-G-P-Yamakov-V-Mishin-Y--Al-Co,hcp
196,241.338,150.822,150.822,0.0,0.0,-0.0,150.822,241.338,150.822,0.0,-0.0,0.0,150.822,150.822,241.338,0.0,0.0,0.0,-0.0,-0.0,-0.0,127.344,0.0,0.0,-0.0,-0.0,-0.0,0.0,127.344,0.0,-0.0,-0.0,0.0,0.0,0.0,127.344,Ni,2015--Purja-Pun-G-P-Yamakov-V-Mishin-Y--Ni-Al-Co,fcc
197,113.781,61.537,61.537,-0.0,-0.0,0.0,61.537,113.781,61.537,-0.0,-0.0,0.0,61.537,61.537,113.781,-0.0,-0.0,0.0,0.0,-0.0,0.0,31.597,-0.0,-0.0,0.0,-0.0,0.0,-0.0,31.597,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,31.597,Al,2015--Purja-Pun-G-P-Yamakov-V-Mishin-Y--Ni-Al-Co,fcc
198,336.689,170.508,976.591,-0.0,-0.0,-0.0,170.508,336.689,976.591,-0.0,-0.0,-0.0,976.542,976.542,30723.102,-0.0,-0.0,-0.0,-0.001,-0.002,-0.05,938.455,-0.0,-0.0,-0.002,-0.001,-0.05,-0.0,938.455,-0.0,0.0,-0.0,-0.0,-0.0,0.0,83.091,Co,2015--Purja-Pun-G-P-Yamakov-V-Mishin-Y--Ni-Al-Co,hcp
199,241.338,150.822,150.822,0.0,0.0,-0.0,150.822,241.338,150.822,0.0,-0.0,0.0,150.822,150.822,241.338,0.0,0.0,0.0,-0.0,-0.0,-0.0,127.344,0.0,0.0,-0.0,-0.0,-0.0,0.0,127.344,0.0,-0.0,-0.0,0.0,0.0,0.0,127.344,Ni,2015--Purja-Pun-G-P-Yamakov-V-Mishin-Y--Ni-Co,fcc
200,336.689,170.508,976.591,-0.0,-0.0,-0.0,170.508,336.689,976.591,-0.0,-0.0,-0.0,976.542,976.542,30723.102,-0.0,-0.0,-0.0,-0.001,-0.002,-0.05,938.455,-0.0,-0.0,-0.002,-0.001,-0.05,-0.0,938.455,-0.0,0.0,-0.0,-0.0,-0.0,0.0,83.091,Co,2015--Purja-Pun-G-P-Yamakov-V-Mishin-Y--Ni-Co,hcp
201,8.214,6.802,6.802,0.0,0.0,-0.0,6.802,8.214,6.802,0.0,0.0,-0.0,6.802,6.802,8.214,-0.0,-0.0,-0.0,0.0,0.0,-0.0,5.803,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,5.803,-0.0,0.0,-0.0,0.0,0.0,0.0,5.803,Na,2015--Wilson-S-R-Gunawardana-K-G-S-H-Mendelev-M-I--fictional-Na-2,bcc
202,7.781,6.756,6.756,0.0,0.0,-0.0,6.756,7.781,6.756,0.0,0.0,-0.0,6.756,6.756,7.781,0.0,-0.0,-0.0,0.0,0.0,-0.0,5.759,0.0,-0.0,0.0,0.0,-0.0,0.0,5.759,0.0,0.0,0.0,0.0,0.0,0.0,5.759,Na,2015--Wilson-S-R-Gunawardana-K-G-S-H-Mendelev-M-I--fictional-Na-3,bcc
203,4008.013,3947.695,3947.695,0.0,-0.0,-0.0,3947.695,4008.013,3947.695,-0.0,-0.0,-0.0,3947.695,3947.695,4008.013,-0.0,-0.0,-0.0,0.001,0.001,0.001,327.162,-0.0,-0.0,0.001,0.001,0.001,-0.0,327.162,0.0,0.001,0.001,0.001,0.0,-0.0,327.162,Na,2015--Wilson-S-R-Gunawardana-K-G-S-H-Mendelev-M-I--Na,bcc
204,247.021,147.299,147.299,0.0,0.0,0.0,147.299,247.021,147.299,0.0,0.0,-0.0,147.299,147.299,247.021,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,122.773,0.0,-0.0,-0.0,-0.0,-0.0,0.0,122.773,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,122.773,Ni,2015--Wilson-S-R-Mendelev-M-I--Ni-Zr,fcc
205,145.309,79.311,54.342,0.0,-0.0,0.0,63.101,161.519,54.342,0.0,0.0,-0.0,54.342,54.342,178.86,0.0,-0.0,0.0,-0.0,-0.0,0.0,40.402,0.0,-0.0,0.0,-0.0,0.0,0.0,40.402,-0.0,-0.0,-0.0,-0.0,0.0,0.0,32.999,Zr,2015--Wilson-S-R-Mendelev-M-I--Ni-Zr,hcp
206,954.438,512.865,512.865,-0.0,-0.0,0.0,512.865,954.438,512.865,0.0,-0.0,0.0,512.865,512.865,954.438,0.0,-0.0,0.0,0.0,-0.0,-0.0,470.169,-0.0,0.0,-0.0,0.0,-0.0,-0.0,470.169,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,470.169,Cu,2015--Zhou-X-W-Ward-D-K-Foster-M-E--C-Cu,fcc
207,176.135,124.888,124.888,0.0,0.0,0.0,124.888,176.135,124.888,0.0,-0.0,0.0,124.888,124.888,176.135,0.0,-0.0,0.0,0.0,-0.0,-0.0,82.041,0.0,0.0,0.0,0.0,-0.0,0.0,82.041,0.0,0.0,-0.0,-0.0,0.0,0.0,82.041,Cu,2015--Zhou-X-W-Ward-D-K-Foster-M-Zimmerman-J-A--Cu-H,fcc
208,241.216,150.748,150.748,0.0,-0.0,0.0,150.748,241.216,150.748,0.0,-0.0,0.0,150.748,150.748,241.216,0.0,0.0,0.0,-0.0,-0.0,-0.0,127.274,-0.0,0.0,-0.0,0.0,-0.0,0.0,127.274,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,127.274,Ni,2016--Beland-L-K-Lu-C-Osetskiy-Y-N-et-al--Ni-Co,fcc
209,356.84,146.019,903.663,0.0,0.0,0.0,168.391,334.468,903.663,-0.0,0.0,0.0,903.624,903.624,28137.19,-0.0,0.0,0.0,-0.001,-0.002,-0.04,865.465,0.0,0.0,-0.002,-0.001,-0.04,-0.0,865.465,0.0,-0.0,-0.0,-0.001,-0.0,0.0,105.41,Co,2016--Beland-L-K-Lu-C-Osetskiy-Y-N-et-al--Ni-Co,hcp
210,168.02,131.337,131.337,0.0,0.0,0.0,131.337,168.02,131.337,0.0,0.0,0.0,131.337,131.337,168.02,-0.0,0.0,0.0,0.0,-0.0,-0.0,85.931,0.0,0.0,0.0,-0.0,-0.0,0.0,85.931,0.0,0.0,-0.0,-0.0,0.0,0.0,85.931,Cu,2016--Borovikov-V-Mendelev-M-I-King-A-H--Cu-Zr,fcc
211,164.953,64.955,63.287,0.0,-0.0,-0.0,81.585,148.323,63.287,-0.0,-0.0,-0.0,63.287,63.287,180.082,-0.0,-0.0,-0.0,0.0,0.0,0.0,48.214,0.0,-0.0,0.0,0.0,0.0,0.0,48.214,-0.0,-0.0,0.0,0.0,-0.0,-0.0,33.369,Zr,2016--Borovikov-V-Mendelev-M-I-King-A-H--Cu-Zr,hcp
212,168.02,131.337,131.337,0.0,0.0,-0.0,131.337,168.02,131.337,-0.0,0.0,0.0,131.337,131.337,168.02,0.0,0.0,-0.0,-0.0,-0.0,-0.0,85.931,0.0,-0.0,-0.0,-0.0,-0.0,0.0,85.931,-0.0,-0.0,-0.0,-0.0,0.0,0.0,85.931,Cu,2016--Borovikov-V-Mendelev-M-I-King-A-H--fictional-Cu-31,fcc
213,171.964,129.625,129.625,-0.0,-0.0,-0.0,129.625,171.964,129.625,-0.0,-0.0,-0.0,129.625,129.625,171.964,-0.0,-0.0,-0.0,0.0,0.0,0.0,85.671,-0.0,-0.0,0.0,0.0,0.0,0.0,85.671,-0.0,0.0,0.0,0.0,0.0,0.0,85.671,Cu,2016--Borovikov-V-Mendelev-M-I-King-A-H--fictional-Cu-32,fcc
214,176.913,125.686,125.686,-0.0,0.0,-0.0,125.686,176.913,125.686,0.0,0.0,-0.0,125.686,125.686,176.913,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.409,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.409,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.409,Cu,2016--Borovikov-V-Mendelev-M-I-King-A-H--fictional-Cu-33,fcc
215,179.665,124.689,124.689,-0.0,-0.0,-0.0,124.689,179.665,124.689,-0.0,0.0,-0.0,124.689,124.689,179.665,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.053,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,83.053,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,83.053,Cu,2016--Borovikov-V-Mendelev-M-I-King-A-H--fictional-Cu-34,fcc
216,130.37,35.824,46.57,0.0,-0.0,-0.0,38.513,127.681,46.57,0.0,-0.0,-0.0,46.57,46.57,133.845,-0.0,0.0,-0.0,0.0,0.0,0.0,58.067,-0.0,0.0,0.0,0.0,0.0,0.0,58.067,-0.0,0.0,0.0,0.0,0.0,-0.0,44.584,Ti,2016--Mendelev-M-I-Underwood-T-L-Ackland-G-J--Ti-1,hcp
217,114.189,35.819,25.352,0.0,-0.0,-0.0,35.819,114.189,25.352,0.0,0.0,-0.0,25.352,25.352,128.66,0.0,-0.0,-0.0,0.0,0.0,0.0,42.579,0.0,-0.0,0.0,0.0,0.0,0.0,42.579,-0.0,0.0,-0.0,0.0,0.0,0.0,46.08,Ti,2016--Mendelev-M-I-Underwood-T-L-Ackland-G-J--Ti-2,hcp
218,164.798,87.776,82.589,0.0,-0.0,-0.0,75.472,177.102,82.589,0.0,0.0,-0.0,82.589,82.589,165.162,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,57.685,0.0,-0.0,0.0,-0.0,-0.0,0.0,57.685,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,38.511,Ti,2016--Mendelev-M-I-Underwood-T-L-Ackland-G-J--Ti-3,hcp
219,1202.893,1072.895,1072.895,0.0,-0.0,0.0,1072.895,1202.893,1072.895,-0.0,0.0,0.0,1072.895,1072.895,1202.893,0.0,0.0,0.0,0.036,0.036,0.036,1072.296,0.0,0.0,0.036,0.036,0.036,0.0,1072.296,0.0,0.036,0.036,0.036,0.0,-0.0,1072.296,Cs,2016--Nichol-A-Ackland-G-J--Cs,bcc
220,7781.743,6233.771,6233.771,0.0,-0.0,-0.0,6233.771,7781.743,6233.771,-0.0,0.0,-0.0,6233.771,6233.771,7781.743,0.0,0.0,0.0,0.118,0.118,0.118,6232.186,0.0,-0.0,0.118,0.118,0.118,0.0,6232.186,-0.0,0.118,0.118,0.118,0.0,0.0,6232.186,K,2016--Nichol-A-Ackland-G-J--K,bcc
221,2781.779,-60735.535,-60735.535,0.0,0.0,0.0,-60735.535,2781.779,-60735.535,0.0,0.0,0.0,-60735.535,-60735.535,2781.779,0.0,0.0,0.0,1.561,-0.515,-0.513,-60785.031,0.0,0.0,-0.515,1.561,-0.513,0.0,-60785.031,0.0,-0.515,-0.513,1.561,0.0,0.0,-60785.031,Li,2016--Nichol-A-Ackland-G-J--Li,bcc
222,1340446.991,1454962.397,1308367.945,108242.906,-293802.282,-149687.928,413776.46,718509.714,778187.461,519092.32,-321670.253,241358.985,1354946.162,1138487.9,1490376.462,55590.23,-284569.308,97649.509,1336636.25,1314645.731,1607323.243,243495.014,138188.704,-292170.353,872559.308,1116213.236,1054637.971,147262.946,-412862.976,90577.694,1094848.849,1661968.093,1662754.23,148582.811,-169299.489,172778.581,Na,2016--Nichol-A-Ackland-G-J--Na,bcc
223,2022.866,-249.967,-249.967,-0.0,-0.0,0.0,-249.967,2022.866,-249.967,-0.0,-0.0,0.0,-249.967,-249.967,2022.866,-0.0,-0.0,0.0,-0.008,-0.008,-0.008,-250.62,0.0,0.0,-0.008,-0.008,-0.008,-0.0,-250.62,-0.0,-0.008,-0.008,-0.008,0.0,-0.0,-250.62,Rb,2016--Nichol-A-Ackland-G-J--Rb,bcc
224,240.798,150.537,150.537,0.0,-0.0,-0.0,150.537,240.798,150.537,0.0,-0.0,-0.0,150.537,150.537,240.798,0.0,-0.0,-0.0,0.0,0.0,0.0,127.193,-0.0,-0.0,0.0,0.0,0.0,-0.0,127.193,-0.0,0.0,0.0,0.0,0.0,-0.0,127.193,Ni,2016--Samolyuk-G-D-Beland-L-K-Stocks-G-M-Stoller-R-E--Ni-Pd,fcc
225,239.448,179.736,179.736,0.0,0.0,-0.0,179.736,239.448,179.736,0.0,0.0,-0.0,179.736,179.736,239.448,0.0,0.0,-0.0,0.0,0.0,0.0,90.377,0.0,-0.0,0.0,0.0,0.0,0.0,90.377,-0.0,0.0,0.0,0.0,0.0,0.0,90.377,Pd,2016--Samolyuk-G-D-Beland-L-K-Stocks-G-M-Stoller-R-E--Ni-Pd,fcc
226,240.918,150.497,150.497,-0.0,0.0,0.0,150.497,240.918,150.497,-0.0,0.0,0.0,150.497,150.497,240.918,-0.0,-0.0,0.0,0.0,-0.0,-0.0,127.137,0.0,0.0,-0.0,-0.0,-0.0,0.0,127.137,0.0,0.0,-0.0,-0.0,-0.0,0.0,127.137,Ni,2016--Stoller-R-E-Tamm-A-Beland-L-K-et-al--Ni,fcc
227,71.921,23.843,13.275,-0.0,-0.0,-0.0,31.389,64.376,13.275,-0.0,-0.0,-0.0,13.275,13.275,76.068,-0.0,-0.0,0.0,0.0,0.0,-0.0,13.471,-0.0,-0.0,0.0,0.0,0.0,-0.0,13.471,0.0,0.0,0.0,0.0,-0.0,-0.0,16.493,Mg,2016--Wilson-S-R-Mendelev-M-I--fictional-Mg,hcp
228,70.657,25.565,17.227,-0.0,-0.0,-0.0,25.565,70.657,17.227,-0.0,-0.0,-0.0,17.227,17.227,73.233,-0.0,-0.0,-0.0,0.0,0.0,0.0,14.202,-0.0,-0.0,0.0,0.0,0.0,-0.0,14.202,-0.0,0.0,-0.0,0.0,-0.0,-0.0,22.546,Mg,2016--Wilson-S-R-Mendelev-M-I--Mg,hcp
